"id","ASN","price","status","stitle","cate","image","Product Dimensions","Batteries required","Item model number","Date First Available","extraImages","Item Weight","Is assembly required","Included components","Customer Reviews","Best Sellers Rank","Package Dimensions","Primary material","Frame finish","Footboard upholstery","Shipping Weight","Manufacturer","Assembly Required","Batteries Required?","Manufacturer recommended age","Educational Objective(s)","Mfg Recommended age","Fabric Type","Care instructions","Number of pieces","Brand","Model Number","Color","Product Dimensions:","Date First Available:","Manufacturer:","ASIN:","Item model number:","","Item volume","International Warranty: If purchased from outside the UAE, manufacturer warranty may not apply. Click Here [PDF 195 KB]","Best Sellers Rank:","Camera Cases","Batteries","Manufacturer reference","Manufacturer Part Number","Mobile Phone Screen Protectors","USB Cables","Other display features","Form factor","Whats in the box","Package Dimensions:","Language:","Batteries Included?","Remote Control Included?","Is Discontinued By Manufacturer:","Department:","Action Cameras & Accessories","Customer reviews:","Size","Style","Season","Sport","Department","Is Discontinued By Manufacturer","Number of Puzzle Pieces","Hand Tools","Height","Length","Weight","Width","Number of Items","Standing screen display size","Are Batteries Included","Number of Game Players","Material Care Instructions","Material","Screwdrivers","Model number","Target gender","Our Recommended age","Number of Pieces","Material Type(s)","Long Drill Bits","In-Ear Headphones","Model","Computer Accessories","Manufacturer's Suggested Maximum Weight","material_composition","Knee Braces","Boring Drill Bits","Item diameter","Material Type","Included Components","Frame Material","Shape","Lens Material","Outer Material","Material Composition","Mobile Phone Basic Cases","Capacity","Item Shape","Series","Voltage","Camera & Camcorder Rain Covers","Lightning Cables","Automotive Diagnostic, Test & Measuring Tools","Measuring & Layout","Camera Lens Filter Sets","Warranty description","Open-End Wrenches","Drill Bits","Release date","Drive Sockets","Camera & Photo Accessories","Units","Dishwasher safe","Is portable","Wrench Sets","Pipe Wrenches","Shop Knives","Batteries:","Mobile Phone Accessories","Format","Electrical Power Accessories","Electrical Equipment","Chisels","Item Model Number","Pliers & Pincers","Nintendo Switch Games","Jobber Drill Bits","Wearable Technology","Power Tool Accessories","Dishwasher safe?","Hole Saws","Hammers","Auto Shutoff","Special Features","desc","Camcorder Cases","Brad-Point Drill Bits","number_of_channels","Mobile Phone Mounts & Stands","Telephone & VoIP Accessories","Cycling Accessories","Hardware","Safety & Security","Industrial Drill Bits","Combination Wrenches","HDMI Cables","Desk Accessories & Storage Products","Electronics Accessories & Supplies","Flashlight Lanterns","Display Type","Photographic Lighting & Studio Equipment","PlayStation 4 Games","Twist Drill Bits","Manufacturer reference:","Other camera features","Resistance temperature","Screwdriver Sets","Spanners & Wrenches","Display maximum weight recommendation","Jig Saw Blades","Fill material","Scent","Import designation","Wood Chisels","Mobile Phone OTG Adapters","Complete Tripod Units","Bookshelf Photo Albums","Special features","Additional product features","Tape Measures","Features","Strippers & Crimpers","Electrical Tools & Testers","Maximum weight recommendation","Quantity","League","Team","Material free","Bottle type","Lithium Battery Packaging","Camera Case & Bag Accessories","Tool Organizers","Tool Sets","Surveillance & Security Cameras","Home Security & Surveillance Systems","Folding","tech_spec_battery_description_toys","Camera Lens Sky & UV Filters","Film Cameras","Projector Accessories","Monopods","Wattage","Adjustable Wrenches","Exterior","OEM Part Number","Cover Included","Binoculars","Radio Control Suitability","Skill Level","Power Tool Staples","Cultivators & Tillers","Home Storage & Organization","Language::","Camera Lens Polarizing Filters"
"962","B07TTP9R9R","26.64","1","Pixie LED Night Light - Blue","Lighting|Indoor Lighting","https://images-na.ssl-images-amazon.com/images/I/81NqgK60GfL._AC_SL1500_.jpg","10.8 x 17 x 4 cm; 500 Grams","No","ABG1","4 July 2019","https://images-na.ssl-images-amazon.com/images/I/81P7OVD4mpL._AC_SL1500_.jpg","500 g",,,,"#19,701 in Baby Products (See Top 100 in Baby Products)#1,770 in Nursery Décor#1,785 in Kids' Room Décor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ABG1","Unisex",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"963","B077QJ4T1T","","1","Stor Cars Racers Edge Plate - Multi Color","Kitchen|Tableware","https://images-na.ssl-images-amazon.com/images/I/812F06q60NL._AC_SL1500_.jpg","2.6 x 17.8 x 17.4 cm; 20 Grams",,"8412497227921","8 March 2019","https://images-na.ssl-images-amazon.com/images/I/71ooG%2BLEp4L._AC_SL1500_.jpg",,,,,"#77,356 in Kitchen (See Top 100 in Kitchen)#17,820 in Tableware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"964","B00BZKH0Q6","","1","Semic Distribution Smug021 Marvel Villains Series 1 Bullseye Mug","Kitchen|Tableware|Glassware & Drinkware|Cups, Mugs & Saucers|Coffee Cups & Mugs","https://images-na.ssl-images-amazon.com/images/I/51zVRTqOsKL._AC_SL1000_.jpg","8 x 10 x 12.5 cm; 359.99 Grams","No","SMUG021","14 April 2019","",,"No","1x Semic Distribution Smug021 Marvel Villains Series 1 Bullseye Mug",,,,,,,,,,,,,,,"Hand Wash","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965","B07BYZQSR3","45.22","1","Bosphorus Polyresin Model Toothbrush Holder, Grey/Pink, PL-9039-TBHPK","Home|Bath|Bathroom Accessories|Holders, Dispensers & Organizers|Toothbrush Holders","https://images-na.ssl-images-amazon.com/images/I/61FU6d2FFvL._AC_SL1500_.jpg","11 x 8 x 8 cm; 300 Grams","No","PL-9039-TBHPK","25 August 2019","https://images-na.ssl-images-amazon.com/images/I/71e0hiJ11WL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61V4rcCT0aL._AC_SL1500_.jpg","0.3 Kilograms","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"966","B073XNT2CL","5.00","1","Hello Kitty Plastic Plate Stor 82212)","Toys|Party Supplies|Party Tableware","https://images-na.ssl-images-amazon.com/images/I/71puG8Y9llL._AC_SL1500_.jpg","20 x 5 x 20 cm; 100 Grams",,"82212","28 January 2019","https://images-na.ssl-images-amazon.com/images/I/61Ll9l34hnL._AC_SL1500_.jpg",,,,,"#71,947 in Toys (See Top 100 in Toys)#502 in Kids' Party Tableware",,,,,,,"No","No","24 months and up",,"24 months and up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"967","B07P7M1CKH","","1","4D Master Minnie & Daisy Let'S Go Shopping","Toys|Games & Game Accessories|Board Games","https://images-na.ssl-images-amazon.com/images/I/717gtkDhsVL._AC_SL1500_.jpg","7 x 32.1 x 21.1 cm; 100 Grams",,"2724673069161","25 February 2019","https://images-na.ssl-images-amazon.com/images/I/81Wa0JuTCrL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81kRXgrmDcL._AC_SL1500_.jpg",,,,,"#2,666 in Toys (See Top 100 in Toys)#85 in Board Games",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"968","B07NVTYKLT","","1","Tekiro Te-ilc003200 8 X 200 Mm In Line Screwdriver","Tools & Home Improvement|Power & Hand Tools|Hand Tools|Screwdrivers & Nut Drivers|Screwdrivers","https://images-na.ssl-images-amazon.com/images/I/31Ggr8dd5FL._AC_.jpg",,,,,"",,,,,,,,,,,,,,,,,,,,,,,,"18 February 2019","Tekiro","B07NVTYKLT",,"",,,,,,,,,,,,,"34.7 x 8.5 x 5 cm; 175.99 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"969","B07PCM7ZFR","","1","Funskool Jumbo Pack, Multi Color","Toys|Baby & Toddler Toys|Baby Toys","https://images-na.ssl-images-amazon.com/images/I/61lHuYR2GJL._AC_SL1500_.jpg","7.8 x 29.6 x 8.4 cm; 630 Grams",,"2724680811043","1 March 2019","https://images-na.ssl-images-amazon.com/images/I/61HoTs0iNeL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61j3Luv85RL._AC_SL1500_.jpg","630 g",,,,"#69,299 in Toys (See Top 100 in Toys)#1,713 in Baby Toys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2724680811043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"970","B07MZ63JFQ","","1","Jetech - Combination Wrench 9/16 Inch - Jet-com-9/16","Tools & Home Improvement|Power & Hand Tools|Hand Tools|Spanners & Wrenches|Combination Wrenches","https://images-na.ssl-images-amazon.com/images/I/71Vaqrveg1L._AC_SL1500_.jpg",,,,,"https://images-na.ssl-images-amazon.com/images/I/71lOMS01JgL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71o1W5eDoML._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/813I9ObxaPL._AC_SL1500_.jpg",,,,,,,,,,,,,,,,,,,,,,,"18.2 x 2.9 x 0.5 cm; 91 Grams","6 February 2019","JETech","B07MZ63JFQ","COM-9ov16",,,,"See Top 100 in Tools & Home Improvement",,,,,,,,,,,,,,,,,"/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"971","B07P83L3KB","","1","Royal Red Rose Soup Bowl White","Kitchen|Tableware|Dishware & Serving Pieces|Dinnerware|Bowls|Soup Bowls","https://images-na.ssl-images-amazon.com/images/I/51oq0tbegkL._AC_SL1500_.jpg","4.8 x 14.4 x 14.2 cm; 260 Grams",,"T2612805","28 February 2019","https://images-na.ssl-images-amazon.com/images/I/51LplXvvJ3L._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61WrpSiuAoL._AC_SL1500_.jpg","260 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"972","B002VA11FK","6.07","1","Baby Girl Pink Feet Paper Garland 6 Metres Long","Toys|Party Supplies|Decorations|Banners, Stickers & Confetti","https://images-na.ssl-images-amazon.com/images/I/818c6cUCTJL._AC_SL1500_.jpg","19.2 x 16.2 x 1.2 cm; 81.65 Grams",,"04659","21 April 2019","https://images-na.ssl-images-amazon.com/images/I/31n0Rjp1SeL._AC_.jpg",,,,,"#86,072 in Toys (See Top 100 in Toys)#1,599 in Kids' Party Banners, Streamers & Confetti",,,,,,,"No","No","3 years and up",,"36 months - 30 years",,,,,,"Multi Colour",,,,,,,,,,,,,,,,,,,,"English","No","No",,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"973","B00JAUU6KK","9.00","1","Fanbrush Italy Flag Face Paint, Multi Color","Toys|Arts & Crafts|Drawing & Painting Supplies|Paints","https://images-na.ssl-images-amazon.com/images/I/41HJ8%2BrAVSL._AC_.jpg","1.4 x 11.4 x 8.4 cm; 20 Grams",,"3760142640188","8 March 2019","https://images-na.ssl-images-amazon.com/images/I/41R9TpSK4QL._AC_.jpg",,,,,"#45,655 in Toys (See Top 100 in Toys)#157 in Kids' Paints",,,,,,,"No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","No",,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"974","B00U1F8EGQ","","1","Trudeau Cake Chain, Stainless Steel, Silver","Kitchen|Bakeware|Baking Tools & Accessories|Decorating Tools|Cake Sculpting Tools","https://images-na.ssl-images-amazon.com/images/I/51cAjSxMLLL._AC_.jpg","10.01 x 10.01 x 5 cm; 136.08 Grams",,,"9 October 2018","https://images-na.ssl-images-amazon.com/images/I/71W9ebEQu2L._AC_SL1200_.jpg,https://images-na.ssl-images-amazon.com/images/I/616wv86pCcL._AC_SL1286_.jpg","136 g",,,"/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}4.0 out of 5 stars10 ratingsP.when('A', 'ready').execute(function(A) {A.declarative('acrLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){if(window.ue) {ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);}});});P.when('A', 'cf').execute(function(A) {A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true },  function(event){if(window.ue) {ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);}});});4.0 out of 5 stars","#43,147 in Kitchen (See Top 100 in Kitchen)#142 in Dessert & Candy Sculpting Tools",,,,,,,,,,,,,,,"Trudeau","9912116","Silver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"975","B01J81HVSU","14.00","1","Johnson's Baby Gift Set with Organic Cotton Bib (3 Piece), Set of 1","Baby Products|Nursing & Feeding|Bibs & Burp Cloths","https://images-na.ssl-images-amazon.com/images/I/91iuF-kDH9L._AC_SL1500_.jpg","17.4 x 5 x 15.8 cm; 295 Grams","No","8901012191255","12 September 2019","https://images-na.ssl-images-amazon.com/images/I/81BVcYwx5dL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71LaU36jFyL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81auUvzGxhL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/31INoRggH0L._AC_.jpg","295 g",,,"/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}5.0 out of 5 stars1 ratingP.when('A', 'ready').execute(function(A) {A.declarative('acrLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){if(window.ue) {ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);}});});P.when('A', 'cf').execute(function(A) {A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true },  function(event){if(window.ue) {ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);}});});5.0 out of 5 stars","#4,699 in Baby Products (See Top 100 in Baby Products)#78 in Baby Bibs & Burp Cloths",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8901012191255","Unisex",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"976","B00HRV008M","","1","TUFFERWARE HARD ANODIZED TAPER FRY PAN 215MM Black","Kitchen|Cookware|Pots & Pans|Frying Pans","https://images-na.ssl-images-amazon.com/images/I/31aOXgiR4xL._AC_.jpg","23.4 x 23.4 x 5.6 cm; 600 Grams","No","8906013340718","15 April 2019","","0.6 Kilograms","No","Solid","/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}5.0 out of 5 stars1 ratingP.when('A', 'ready').execute(function(A) {A.declarative('acrLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){if(window.ue) {ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);}});});P.when('A', 'cf').execute(function(A) {A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true },  function(event){if(window.ue) {ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);}});});5.0 out of 5 stars",,,,,,,,,,,,,,"Hand Wash","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"977","B07PFPM2NV","","1","Fanbrush Philippines Flag Face Paint, Multi Color","Sporting Goods|Fan Shop|Football","https://images-na.ssl-images-amazon.com/images/I/81N6uKSSfQL._AC_SL1500_.jpg","1.4 x 11.2 x 8.4 cm; 312 Grams",,"2724611673085","7 March 2019","https://images-na.ssl-images-amazon.com/images/I/814NunxKFLL._AC_SL1500_.jpg",,,,,"#82,407 in Sporting Goods (See Top 100 in Sporting Goods)#359 in Football Fan Gear",,,,,,"FanBrush",,,,,,,,,"FANBRUSH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mask",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"978","B07PFPSFTF","47.00","1","Linkage Moon Shape Frame - Silver","Home|Home Décor|Photo Frames|Wall & Tabletop Frames","https://images-na.ssl-images-amazon.com/images/I/71vyJe8m9cL._AC_SL1500_.jpg","3.6 x 13.2 x 13.2 cm; 240 Grams",,"2724445908636","7 March 2019","https://images-na.ssl-images-amazon.com/images/I/819n0Y%2B6LVL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71WyrbtnDJL._AC_SL1500_.jpg","240 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"979","B076V72SLT","","1","Boya 350268 Accessories Kit Digital & Camcorder Camera","Musical Instruments|Microphones","https://images-na.ssl-images-amazon.com/images/I/716brzMNV0L._AC_SL1500_.jpg",,,,,"https://images-na.ssl-images-amazon.com/images/I/61VgWjf06IL._AC_SL1500_.jpg",,,,,,,,,,,,,,,,,,,,,,,"3.8 x 15.2 x 14.8 cm; 500 Grams","4 March 2019","Boya","B076V72SLT","2724467617585","",,"International Warranty: If purchased from outside the UAE, manufacturer warranty may not apply. Click Here [PDF 195 KB]",,,,,,,,,,,,,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"980","B019C7J6R4","5.00","1","Wham 12805 5 Divisions Storage Box, Violet/Clear - 14.5H X 9.5W X 4D cm","Home|Storage & Organization","https://images-na.ssl-images-amazon.com/images/I/71Ug8uiYI6L._AC_SL1500_.jpg","4 x 14 x 8.6 cm; 80 Grams",,"12805","5 March 2019","","80 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"981","B017NS66T0","","1","Gravel Cushion Cover No Filling - 43 x 43 cm","Home|Home Textiles|Cushions & Accessories","https://images-na.ssl-images-amazon.com/images/I/81WBXW-zgsL._AC_SL1500_.jpg","43 x 43 x 1 cm; 80 Grams","No","420GRC2143","27 April 2019","https://images-na.ssl-images-amazon.com/images/I/A1%2BFHIzVMxL._AC_SL1500_.jpg",,,,,,,,,,,,,,,,,"50% Cotton, 50% Polyester","Machine wash cold water","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"982","B01GL7PZB4","","1","Insize - Outside Spring Caliper - Length 155mm - Range 0-140mm - ISZ-7262-150","Tools & Home Improvement|Power & Hand Tools|Measuring & Layout Tools","https://images-na.ssl-images-amazon.com/images/I/61y9XElS3iL._SL1500_.jpg",,,,,"",,,,,,,,,,,,,,,,,,,,,,,,"6 February 2019","Insize","B01GL7PZB4","7262-150","",,,,,,,,,,,,,"29 x 12.3 x 2 cm; 140 Grams",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"983","B005E2XVY6","661.00","1","Monoprice Commercial Standard HDMI Cable 100 feet 107698","Electronics|Home Theater, TV & Video|Accessories|Cables|HDMI","https://images-na.ssl-images-amazon.com/images/I/61GLTS2e-HL._SL1200_.jpg",,,,,"https://images-na.ssl-images-amazon.com/images/I/61aJ908dKxL._SL1200_.jpg",,,,,,,,,,,,,,,,,,,,,,,"301.75 x 24.13 x 11.43 cm; 2.76 Kilograms","5 October 2017","Monoprice Inc.","B005E2XVY6","107698",,,,"See Top 100 in Electronics",,,,,,,,,,,,,,,,,"/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"984","B07T3WQS6L","12.08","1","Falcon Plastic Tray No.1-1Kg","Kitchen|Tableware|Disposable Tableware","https://images-na.ssl-images-amazon.com/images/I/51YD28DLhNL._AC_SL1500_.jpg",,,,"16 June 2019","https://images-na.ssl-images-amazon.com/images/I/81vSpeTOtAL._AC_SL1500_.jpg",,,,,,,,,,,,,,,,,,,,"Falcon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
